# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
objective_HelpBasicFarming_child_5             Skladování surovin
objective_HelpBasicFarming_child_5_Description Na rozdíl od standardních ingrediencí nemají plodiny vypěstované ve vězení konzervační látky, které by zabránily jejich zkažení. \Po sklizni je proto třeba plodiny přemístit buď do chlazeného předmětu, nebo do místnosti se spíží, která je vždy chlazená \n\nJinak v průběhu 3 dnů propadnou a sníží se jak jejich účinky při konzumaci, tak jejich vývozní cena. 

objective_HelpAdvancedFarming                     Pokročilé zemědělství
objective_HelpAdvancedFarming_child_1             Zemědělský výzkum
objective_HelpAdvancedFarming_child_1_Description Ne všechny předměty související s farmařením jsou k dispozici od začátku nové hry. \nNa začátku je třeba dokončit výzkumný úkol "Zemědělství", abyste získali přístup ke všem:\n\n-Více plodin\n-Možnost logistiky distribuce plodin\n-Kompostové hnojivo, vysoce kvalitní hnojivo a kompostovací zásobník \n-Pracovní síla \n-Automatické zavlažování, sklizeň a sběr předmětů
objective_HelpAdvancedFarming_child_2             Distribuce plodin
objective_HelpAdvancedFarming_child_2_Description Tato nová logistická možnost umožňuje hráčům vybrat, kam se plodiny po sklizni přesunou, a poměr tohoto rozdělení. \n\nHráči mohou také zvolit spojení mezi spižírnami a kuchyněmi, ačkoli bez použití této akce se spojení vytvoří automaticky na základě vzdálenosti.

objective_HelpAdvancedFarming_child_3             Hnojivo
objective_HelpAdvancedFarming_child_3_Description Existují dvě položky hnojiva, Kompostové hnojivo a Vysoce kvalitní hnojivo, které lze použít ke zlepšení rychlosti růstu plodin a také šance na produkci semen při sklizni. \n\nVysoce kvalitní hnojivo má vyšší účinky než kompostová verze, ale je dražší, zatímco kompostová alternativa je levnější a můžete si ji vyrobit sami pomocí položky Kompostovací koš; prostřednictvím rostlinných a potravinových odpadů.

objective_HelpAdvancedFarming_child_4             Automatizované zemědělství
objective_HelpAdvancedFarming_child_4_Description Existují 3 zemědělské práce, které lze automatizovat pomocí předmětů, a to zalévání plodin, sklizeň plodin a sběr těchto sklizených plodin.


objective_HelpGreenEnergy                            Zelená energie

objective_HelpGreenEnergy_child_1                    Typy zelené energie
objective_HelpGreenEnergy_child_1_description        Existují tři nové zelené zdroje energie, kterými lze nahradit elektrárnu. \n\nVětrné turbíny \nSolární panely \nSolární větrné turbíny \nZpočátku budou k dispozici pouze solární panely. \n\nKaždý zelený zdroj energie má mírně odlišné vlastnosti včetně výkonu, ale na rozdíl od elektráren je lze vzájemně propojit do velkého pole; transformátory však mají omezený příkon.

objective_HelpGreenEnergy_child_2                    Účinky počasí
objective_HelpGreenEnergy_child_2_description        Každý zdroj energie může být negativně nebo pozitivně ovlivněn typem počasí. \n\nTyto efekty budou indikovány grafickým znázorněním +/- a také nápovědou při přejetí kurzorem nad těmito zdroji energie. \n\nNapříklad solární panel je pozitivně ovlivněn typem počasí Jasno a Vlna veder, ale negativně zataženo, déšť, přívalový déšť a mráz.

objective_HelpGreenEnergy_child_3                    Transformátory a baterie
objective_HelpGreenEnergy_child_3_description        Vzhledem k vlastnostem surové zelené energie musí být každý nový zdroj energie připojen pomocí elektrických kabelů k transformátoru, aby bylo možné jeho energii využít pro elektrické spotřebiče. \n\nTransformátor sám o sobě nejenže transformuje surovou zelenou energii na použitelnou formu energie, ale může také nabíjet všechny přilehlé položky baterií. \n\nEnergii uloženou v bateriových položkách lze použít jako nouzovou energii i jako nový export prostřednictvím měřiče exportu energie.

objective_HelpGreenEnergy_child_4                    Export energie
objective_HelpGreenEnergy_child_4_description        Měřič exportu energie může být připojen k transformátoru pomocí kabeláže, pokud má tento transformátor připojené baterie, pak veškerá energie uložená uvnitř může být každý den prodána jako omezený export. \n\nTento limit exportu lze zvýšit splněním určitých cílů zelené energie.

objective_HelpGreenEnergy_child_5                    Cíle zelené energie
objective_HelpGreenEnergy_child_5_description        V nabídce Grant lze nalézt řadu cílů pro zelenou energii, jejichž splněním získáte odměny, včetně: \n\n- Zvýšení denního limitu exportu energie \n- Odemknutí dalších zdrojů energie \n- Zvýšení výkonu všech zakoupených zdrojů zelené energie.

objective_HelpNarcoticProduction                     Výroba narkotik

objective_HelpNarcoticProduction_child_1             Výroba alkoholu
objective_HelpNarcoticProduction_child_1_description Vězni, kteří splňují určité podmínky, si mohou vařit vlastní alkohol. \n\nNejprve získají ingredience pro vaření z hospodářských místností, kuchyní nebo jakéhokoli automatu, ke kterému mají přístup. \Poté tyto ingredience připraví v noci ve svých celách a pak je na několik dní ukryjí, aby zkvasily.

objective_HelpNarcoticProduction_child_2             Výroba drog
objective_HelpNarcoticProduction_child_2_description Výroba drog bude naopak založena pouze v rámci jediné místnosti, Zemědělského pole - vězni se budou snažit manipulovat se stávajícími plodinami, aby ukryli pěstitelné drogy. \n\nTyto zmanipulované rostliny budou mít pachovou vlastnost a jako takové je mohou odhalit strážní psi, ale tyto oblasti nebudou nikdy započítány do otřesů a jako takové musí být ručně prohledány - ačkoli každá prohlídka bude mít šanci poškodit plodiny. \n\nPři sklizni těchto plodin budou nalezena také narkotika, pokud sklizeň provádí správný vězeň. \n\nGangy mohou také převzít kontrolu nad místnostmi Farmářského pole, aby zaručily, že mají produkci narkotik pod kontrolou.

objective_GoingGreenInfo                             Going Green!
objective_GoingGreenInfo_child_1                     Níže jsou uvedeny hlavní funkce hry Going Green, po najetí kurzorem na jednotlivé podnadpisy se zobrazí popis a vysvětlení každé funkce. 

objectiveWindow_FilterButton_0_title   Úkoly
objectiveWindow_FilterButton_1_title   Going Green
objectiveWindow_FilterButton_0_tooltip Probíhající úkoly
objectiveWindow_FilterButton_1_tooltip Sbírka informací popisujících a vysvětlujících klíčové funkce programu Going Green.

# =============================================================================
# Mutators
# =============================================================================

mutator_name_Noir        Noir
mutator_tooltip_Noir     Temný a špinavý filtr, který z vězení odstraní většinu barev.
mutator_name_RoofView    Pohled na střechu
mutator_tooltip_RoofView Aplikuje efekt podobný mlze, ale místo mlhy zobrazuje střechy budov v oblastech se špatnou viditelností.

# =============================================================================
# Miscellaneous
# =============================================================================

finances_other                         Ostatní transakce
interfacetopbar_tension_activeeliteops + *X elitní operátoři jsou na místě
interfacetopbar_budget_othermoneyin    Ostatní příjmy: $*M /den
interfacetopbar_budget_othermoneyout   Ostatní výdaje: $*M /den
escapemode_info_board                  Palubní přívoz

d11_expireIn                           Platnost vyprší za *X dní

reformProgram_flowertherapy            Květinová terapie
reformProgram_flowertherapy_text       Tato sezení budou založena na myšlence zklidnění a uvolnění vězňů tím, že jim dáte něco, o co se mohou starat a pečovat.

job_group_hovering_expand              Klikněte pro rozbalení podobných typů pracovních míst.
job_group_hovering_collapse            Klikněte pro sbalení podobných typů práce

reports_ingredients_usageTitle         Poměr využití čerstvých / dovážených ingrediencí	


# =============================================================================
# Stings Missed from localisation 13/11/20  - Any strings added after this day, place here
# =============================================================================


objective_HelpEnvironmentallyFriendly                     Šetrné k životnímu prostředí

objective_HelpEnvironmentallyFriendly_child_1             Recyklace
objective_HelpEnvironmentallyFriendly_child_1_description Nový ekologický způsob odstraňování odpadu byl zaveden systémem recyklace. \n\nPokud si zakoupíte objekt Recyklační koš a znovu vyhledáte byrokratický úkol "Recyklační pobídka", veškerý odpad, který bude recyklován, místo aby byl vyhozen jako odpad, vás odmění 10 dolary za každý pytel.

objective_HelpEnvironmentallyFriendly_child_2             Rekreační zahradničení
objective_HelpEnvironmentallyFriendly_child_2_description Prozkoumáním byrokratického úkolu "Péče o pozemky" budou moci vězni pečovat o rostliny v nové místnosti Květinová zahrada. \n\nKvětiny nelze sklízet ani vyvážet jako plodiny, ale nejenže zlepšují estetiku věznice, ale také pomáhají uklidnit všechny vězně, kteří se o ně starají.

equipment_WateringCan                                     Konev


interfacemode_objectPack_filter_all                       Všechny balíčky

# =============================================================================
# Stings Missed from localisation 02/12/20  - Any Green Machine strings added after this day, place here
# =============================================================================

codex_options_staffalertscaption						Upozornění zaměstnanců

reform_program_and	a

# ==========================================================================================================
# Chinese New Year update
# ==========================================================================================================


# =============================================================================
# Objects (inc. descriptions)
# =============================================================================

object_OxStatue        Socha Vola
object_PaperDragonHead Drak (hlava)
object_PaperDragonBody Drak (tělo)
object_PaperDragonTail Drak (ocas)
object_PaperLantern    Papírová lucerna
object_CoupletBanner   Bannerový kuplet
object_FoodTrayPack    Tácy na jídlo

buildtoolbar_popup_obj_OxStatue        Socha zvěrokruhu představující mocného vola
buildtoolbar_popup_obj_PaperDragonHead Výřez z papíru v podobě dračí hlavy
buildtoolbar_popup_obj_PaperDragonBody Výřez z papíru v podobě dračího těla.
buildtoolbar_popup_obj_PaperDragonTail Papírový výřez v podobě dračího ocasu.
buildtoolbar_popup_obj_PaperLantern    Ozdobná červená papírová lucerna, která přinese světlo do vašeho vězení.
buildtoolbar_popup_obj_CoupletBanner   Dekorativní transparent s nápisem čínských kupletů.
buildtoolbar_popup_obj_FoodTrayPack    Balení 40 táců na jídlo

buildtoolbar_popup_help_farmer_1 Farmáři zvládnou většinu prací souvisejících s místnostmi pro farmaření, od sázení a sklízení plodin až po ukládání potřebných předmětů do příslušných objektů v přístřešku.\n\n
buildtoolbar_popup_help_farmer_2 ^Tipy
buildtoolbar_popup_help_farmer_3 - Většinu prací prováděných farmáři mohou provádět také pracující vězni, kromě těch, které vyžadují opuštění vězení.
buildtoolbar_popup_help_farmer_4 - Některé práce lze také automatizovat pomocí nových objektů, například zalévání a sklizeň plodin.


# =============================================================================
# Objectives
# =============================================================================

#PC only
objective_intake_closedriot				Příjem během vězeňské vzpoury nedostupný

#==========GM bugs 15/02======= 
reputation_swimmer_high						Plavec

# =========================================================================================================================================================
# 																Shelby DLC
# =========================================================================================================================================================

# =============================================================================
# Materials (inc. descriptions)
# =============================================================================

# =============================================================================
# Objects (inc. descriptions)
# =============================================================================
