# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
buildtoolbar_popup_obj_PracticeSolarPanel Jediný solární panel položený na malém stole, který mohou používat až 4 vězni v rámci Workshopů, pro Program vývoje solárních panelů.

buildtoolbar_popup_obj_CompostBin            Slouží k opětovnému využití potravinového a organického odpadu na užitečné hnojivo.
buildtoolbar_popup_obj_RecyclingBin          Recyklace odpadu místo jeho vyhazování do popelnice je prospěšná jak pro životní prostředí, tak po prozkoumání "Recyklační pobídky" i pro vaši peněženku!
buildtoolbar_popup_obj_CompostFertilizer     Při aplikaci na polní plodiny a zeleninu se jim o 25 % zrychlí doba růstu i zrání a také získají malou šanci na vypadávání semen.
buildtoolbar_popup_obj_HighQualityFertilizer Při použití na polní plodiny a zeleninu se jim o 50 % zvýší rychlost růstu i doba zrání a také se zvýší šance na vypadávání semen.

buildtoolbar_popup_obj_GardenGnome                Veselá zahradní klasika.
buildtoolbar_popup_obj_TopiaryBush                Kroucený okrasný keř.
buildtoolbar_popup_obj_TopiaryBushBall            Okrasný keř ve tvaru lízátka.
buildtoolbar_popup_obj_TopiaryBushWarden          Okrasný keř ve tvaru lentilky.
buildtoolbar_popup_obj_TopiaryBushSwan            Okrasný keř ve tvaru elegantní labutě.
buildtoolbar_popup_obj_TopiaryBushDeer            Okrasný keř ve tvaru majestátního jelena.
buildtoolbar_popup_obj_TopiaryBushDog             Okrasný keř ve tvaru našich energických nejlepších přátel.
buildtoolbar_popup_obj_TopiaryBushCat             Okrasný keř ve tvaru našich nejlepších líných přátel.
buildtoolbar_popup_obj_TopiaryBushRex             Působivě tvarovaný okrasný keř.
buildtoolbar_popup_obj_SolarLight                 Solární světlo s vlastním napájením, které se v noci automaticky rozsvítí.
buildtoolbar_popup_obj_PinkFlamingo               Veselá zahradní klasika.
buildtoolbar_popup_obj_HayBale                    Dekorativní hromada sena.
buildtoolbar_popup_obj_FlowerPlanterWateringCan   Jednoduchá repasovaná nádoba, ve které jsou nyní květiny.
buildtoolbar_popup_obj_FlowerPlanterWellies       Přepracovaný pár studenovodů, ve kterých jsou nyní květiny.
buildtoolbar_popup_obj_FlowerPlanterWheelbararrow Barevný doplněk do vašich venkovních prostor.
buildtoolbar_popup_obj_SmallServingTable          Naservírujte svým vězňům jídlo.
buildtoolbar_popup_obj_TrayDispenser              Slouží k ukládání náhradních táců s jídlem, jeho maximální kapacita je 200.
buildtoolbar_popup_obj_SolarWallLight             Světlo na solární pohon, které lze umístit na stěny a které se v noci automaticky rozsvítí.

buildtoolbar_popup_obj_BowtieBandit Velmi šikovný chlapík.
buildtoolbar_popup_obj_Shepherd     KDO JE CHYTREJ PEJSEK!?

buildtoolbar_popup_obj_DumpObject   Vyhoď objekty ve svém vězení.

buildtoolbar_popup_staff_farmer     Stará se o růst plodin a řídí všechny práce související s místnostmi Zeleninová záhona, Ovocný sad nebo Zemědělské pole.

buildtoolbar_popup_obj_FlowerRoseBush       Dekorativní keř plný červených květů.
buildtoolbar_popup_obj_FlowerSunflower      Velký žlutý květ.
buildtoolbar_popup_obj_FlowerMixedBegonias  Skupina barevných květů.
buildtoolbar_popup_obj_FlowerHeatherBushes  Barevný a běžný keř.
buildtoolbar_popup_obj_FlowerHydrangeaPlant Dekorativní rostlina plná modrých květů.
buildtoolbar_popup_obj_BarnDoor             Nyní již není otázkou, zda byli vězni vychováváni ve stodole.
buildtoolbar_popup_obj_WhitePicketGate      Skvěle se hodí k zabezpečení květinových zahrad, ale už ne tak skvěle k zabezpečení vězňů.
buildtoolbar_popup_obj_DoubleDoor           Dvojité dveře použitelné všemi.
buildtoolbar_popup_obj_DoubleStaffDoor      Dvojité dveře použitelné personálem.
buildtoolbar_popup_obj_DoubleVisitorDoor    Dvojité dveře použitelné návštěvníky.
buildtoolbar_popup_obj_SellUtility          Prodej užitkového předmětu.
buildtoolbar_popup_obj_SellObject           Ruční metoda prodeje exportních předmětů, která také dokáže prodat všechny nepoužívané nebo demontované předměty za 85 % jejich pořizovací ceny.
buildtoolbar_popup_obj_SellMaterial         Prodej jakýchkoli nevyužitých zásobníků stavebního materiálu, jako jsou kabely a cihly, za 85 % jejich pořizovacích nákladů.
buildtoolbar_popup_obj_SellFlooring         Prodejte již nepotřebné podlahové dlaždice za 85 % jejich pořizovacích nákladů.


buildtoolbar_popup_uts_quickconnect         Rychle propojí libovolné dohledové nebo automatizační systémy s jejich nejbližší položkou příjemce.


# =============================================================================
# Interface
# =============================================================================

#pc only
d11_hover_alert_water							Vyžaduje vodu
d11_hover_alert_electricity						Vyžaduje elektřinu


interfacemode_objectPack_filter_all					Všechny balíčky
dlc_name_psychWard				Psych Ward
dlc_name_prisonWing				Cleared For Transfer
dlc_name_seaAirLand				Island Bound
dlc_name_greenMachine				Going Green
interfacemode_objectPack_filter_caption					Filtruje počet zobrazených objektů na základě přidruženého rozšiřujícího balíčku.

interfacemode_objectType_filter_all                 Všechny typy
interfacemode_objectType_filter_requiresWater       Instalatérství
interfacemode_objectType_filter_requiresElectricity Elektronika
interfacemode_objectType_filter_entertainment       Zábava
interfacemode_objectType_filter_rest                Odpočinek
interfacemode_objectType_filter_exercise            Cvičení
interfacemode_objectType_filter_decoration          Dekorace
interfacemode_objectType_filter_foliage             Listí
interfacemode_objectType_filter_signs               Značky
interfacemode_objectType_filter_security            Zabezpečení
interfacemode_objectType_filter_catering            Stravování
interfacemode_objectType_filter_misc                Různé
interfacemode_objectType_filter_caption             Filtruje počet zobrazených objektů na základě typu těchto objektů.	


# =============================================================================
# Green energy
# =============================================================================
d11_powerstation_overloaded                  Přetížení, odstraňte elektrické prvky nebo přidejte kondenzátory
d11_powerstation_overloaded_two_stations     Přetížené, napájecí stanice nesmí být vzájemně propojeny.


buildtoolbar_deployment_PrioritizeFarmer     Tuto možnost použijte k upřednostnění farmářů, aby vykonávali svou práci v určitých oblastech před ostatními v okolí věznice. Pokud máte nedostatek personálu, Farmáři se budou snažit pokrýt prioritní oblasti jako první. Přiřaďte 1, 2 nebo 3 Farmáře, kteří budou oblast prioritizovat.
interfacetopbar_tooltip_totalFarmers         *X farmáři celkem
interfacetopbar_tooltip_farmer               Kolik farmářů máte k dispozici pro práci ve věznici.

#

d11_hover_alert_green_electricity            Vyžaduje zelenou energii.
d11_powerstation_overloaded_green            Přetíženo, odstraňte elektrické předměty nebo přidejte další zelené zdroje energie
d11_powerstation_overloaded_two_transformers Přetížené, transformátory nesmí být na stejném obvodu.
d11_powerstation_overloaded_merged_power     Přetížený, zelená energie se nesmí míchat se standardní energií.

d11_transformer_input_power                  Výroba energie: *X jednotek
d11_transformer_output_power                 Výdej energie: *X jednotek
d11_transformer_spare_power                  Přebytek proudu: *X jednotek

d11_powerstation_power_prouduction           Proudový výstupní výkon: *X jednotek
d11_powerstation_max_capacity                Maximální výkon: *X jednotek

d11_powerexportmeter_sell_desc               Export výkonu:
finances_category_power_export               Vývoz_energie
d11_powerexportmeter_powertosell             Finanční kompenzace: $*X

d11_battery_charge_text                      Proudový náboj: *X %
d11_battery_charging                         Nabíjení
d11_battery_discharging                      Vybíjení

d11_greenpower_positive_weather_effect       Výroba energie byla pozitivně ovlivněna aktuálním počasím.
d11_greenpower_negative_weather_effect       Výroba energie byla negativně ovlivněna aktuálním počasím.

# =============================================================================
# Farming/Recycling
# =============================================================================

d11_continuous_planting_tooltip          Tato volba automatizuje přesazování stejných plodin po jejich sklizni, podobně jako je tomu u nástroje Lesnictví.

d11_plant_crop                           Zasadit plodinu
d11_plant_crop_location                  Rostlinná plodina v *X
d11_crop_time_to_yield                   Doba do sklizně *X hodin
d11_fertilized                           Pohnojené
d11_tampered                             Zfalšované
d11_needsWater                           Plodina potřebuje zalévat, aby mohla pokračovat v růstu
d11_hover_compostbin                     Shromážděný odpad

misconduct_reporttype_ProducedNarcotics  Vyrobená narkotika
kontraband_Produced                      Vyrobená narkotika
contraband_Ingredient                    Chlast Ingredience
contraband_Kicker                        Kořalka Kicker
contraband_StashLocation                 Umístění skrýše

d11_crop_stage_seedling                  Semeno
d11_crop_stage_sapling                   Sazenice
d11_crop_stage_immature                  Nezralý
d11_crop_stage_mature                    Dospělý
d11_crop_stage_ripe                      Zralé
d11_continuous_planting                  Průběžná výsadba

d11_farm_search_freq_caption             Frekvence vyhledávání na farmě
d11_farm_search_freq_tooltip             Protože místnosti pro farmaření nejsou zahrnuty do shakedownů, použijte tuto volbu k rozhodnutí, zda se má v těchto místnostech pro farmaření provádět pravidelné prohledávání, nebo ne.
d11_crop_types_caption                   Typ plodiny
d11_crop_types_tooltip                   Zvolte, zda budou automaticky zakoupené plodiny přírodní nebo geneticky modifikované. Geneticky modifikované plodiny mají o 50 % kratší dobu růstu, ale také se o stejnou částku snižuje jejich vývozní cena a odstraňuje se zvyšování jejich potřeb, když je snědí vězni.
d11_farm_search_target_caption           Cíl vyhledávání farem
d11_farm_search_target_tooltip           Protože místnosti s farmami nejsou zahrnuty do shakedownů, použijte tuto volbu k rozhodnutí, které předměty nebo entity budou prohledávány prostřednictvím volby Frekvence prohledávání.
d11_continuous_fertilizer_caption        Průběžné hnojivo
d11_continuous_fertilizer_tooltip        Zvolte, zda chcete automaticky nakupovat hnojivo či nikoli, a úroveň jeho kvality.
reports_farmingpolicytitle               Zemědělská politika

d11_farm_search_freq_option_never        Nikdy
d11_farm_search_freq_option_daily        Denně
